symbol,name,raw_name,market,sector,theme,enabled,resolved,note
INTP.JK,Indocement Tunggal Prakarsa,Indocement Tunggal Prakarsa,ID,Construction,Construction,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
WIKA.JK,Wijaya Karya,Wijaya Karya,ID,Construction,Construction,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
PTPP.JK,PP Persero,PP Persero,ID,Construction,Construction,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
ADHI.JK,Adhi Karya,Adhi Karya,ID,Construction,Construction,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
JSMR.JK,Jasa Marga,Jasa Marga,ID,Construction,Construction,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
INDF.JK,Indofood Sukses Makmur,Indofood Sukses Makmur,ID,Consumer,Consumer,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
ICBP.JK,Indofood CBP Sukses Makmur,Indofood CBP Sukses Makmur,ID,Consumer,Consumer,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
ENI.MI,Eni,Eni,IT,Energy,Energy,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
ENEL.MI,Enel,Enel,IT,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
TRN.MI,Terna,Terna,IT,Energy,Energy,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
SRG.MI,Snam,Snam,IT,Energy,Energy,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
A2A.MI,A2A,A2A,IT,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
ERG.MI,ERG,ERG,IT,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
IG.MI,Italgas,Italgas,IT,Energy,Energy,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
ISP.MI,Intesa Sanpaolo,Intesa Sanpaolo,IT,Financial,Bank,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
UCG.MI,UniCredit,UniCredit,IT,Financial,Bank,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
BMED.MI,Banca Mediolanum,Banca Mediolanum,IT,Financial,Bank,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
BPE.MI,BPER Banca,BPER Banca,IT,Financial,Bank,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
MB.MI,Mediobanca,Mediobanca,IT,Financial,Bank,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
G.MI,Assicurazioni Generali,Assicurazioni Generali,IT,Insurance,Insurance,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
STLAM.MI,Stellantis,Stellantis,IT,Automotive,Autonomous Driving,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
RACE.MI,Ferrari,Ferrari,IT,Automotive,Autonomous Driving,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
CNHI.MI,CNH Industrial,CNH Industrial,IT,Industrial Automation,Robotics,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
LDO.MI,Leonardo,Leonardo,IT,Defense,Defense,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
FCT.MI,Fincantieri,Fincantieri,IT,Defense,Defense,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
PRY.MI,Prysmian,Prysmian,IT,Metals & Mining,Copper,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
STM.MI,STMicroelectronics,STMicroelectronics,IT,Semiconductor,Semiconductor,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
AMP.MI,Amplifon,Amplifon,IT,Healthcare,Healthcare,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
DIA.MI,DiaSorin,DiaSorin,IT,Healthcare,Biotech,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
REC.MI,Recordati,Recordati,IT,Healthcare,Healthcare,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
TEN.MI,Tenaris,Tenaris,IT,Resources,Resources,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
BZU.MI,Buzzi,Buzzi,IT,Construction,Construction,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
PIRC.MI,Pirelli,Pirelli,IT,Automotive,Autonomous Driving,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
TIT.MI,Telecom Italia,Telecom Italia,IT,Telecommunication,Telecom,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
INW.MI,Infrastrutture Wireless Italiane,Infrastrutture Wireless Italiane,IT,Telecommunication,Telecom,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
MONC.MI,Moncler,Moncler,IT,Consumer,Consumer,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
CPR.MI,Davide Campari-Milano,Davide Campari-Milano,IT,Consumer,Consumer,False,False,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live
NOVN.SW,Novartis,Novartis,CH,Healthcare,Healthcare,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
ROG.SW,Roche Holding,Roche Holding,CH,Healthcare,Biotech,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
SANN.SW,Santhera Pharmaceuticals,Santhera Pharmaceuticals,CH,Healthcare,Biotech,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
ABBN.SW,ABB,ABB,CH,Industrial Automation,Robotics,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
LOGN.SW,Logitech International,Logitech International,CH,Technology,AI,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
TEMN.SW,Temenos,Temenos,CH,Technology,AI,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
SOON.SW,Sonova Holding,Sonova Holding,CH,Healthcare,Healthcare,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
VATN.SW,VAT Group,VAT Group,CH,Semiconductor,Semiconductor,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
AMS.SW,ams-OSRAM,ams-OSRAM,CH,Semiconductor,Semiconductor,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
SLHN.SW,Swiss Life Holding,Swiss Life Holding,CH,Insurance,Insurance,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
UBSG.SW,UBS Group,UBS Group,CH,Financial,Bank,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
BAER.SW,Julius Baer Group,Julius Baer Group,CH,Financial,Bank,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
CMBN.SW,Cembra Money Bank,Cembra Money Bank,CH,Financial,Bank,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
ZURN.SW,Zurich Insurance Group,Zurich Insurance Group,CH,Insurance,Insurance,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
SREN.SW,Swiss Re,Swiss Re,CH,Insurance,Insurance,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
SIKA.SW,Sika,Sika,CH,Construction,Construction,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
HOLN.SW,Holcim,Holcim,CH,Construction,Construction,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
GEBN.SW,Geberit,Geberit,CH,Construction,Construction,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
SCHN.SW,Schindler Holding,Schindler Holding,CH,Construction,Construction,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
BKW.SW,BKW,BKW,CH,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
LONN.SW,Lonza Group,Lonza Group,CH,Healthcare,Biotech,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
SGSN.SW,SGS,SGS,CH,Environmental Services,Green,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
GIVN.SW,Givaudan,Givaudan,CH,Healthcare,Healthcare,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
PGHN.SW,Partners Group Holding,Partners Group Holding,CH,Financial,Bank,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
ALC.SW,Alcon,Alcon,CH,Healthcare,Healthcare,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
NESN.SW,Nestle,Nestle,CH,Consumer,Consumer,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
CFR.SW,Compagnie Financiere Richemont,Compagnie Financiere Richemont,CH,Consumer,Consumer,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
UHR.SW,The Swatch Group,The Swatch Group,CH,Consumer,Consumer,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
BARN.SW,Barry Callebaut,Barry Callebaut,CH,Consumer,Consumer,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
BEAN.SW,Belimo Holding,Belimo Holding,CH,Environmental Services,Green,False,False,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live
RY.TO,Royal Bank of Canada,Royal Bank of Canada,CA,Financial,Bank,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
TD.TO,Toronto-Dominion Bank,Toronto-Dominion Bank,CA,Financial,Bank,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
BMO.TO,Bank of Montreal,Bank of Montreal,CA,Financial,Bank,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
BNS.TO,Bank of Nova Scotia,Bank of Nova Scotia,CA,Financial,Bank,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
CM.TO,Canadian Imperial Bank of Commerce,Canadian Imperial Bank of Commerce,CA,Financial,Bank,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
NA.TO,National Bank of Canada,National Bank of Canada,CA,Financial,Bank,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
SHOP.TO,Shopify,Shopify,CA,Technology,AI,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
CSU.TO,Constellation Software,Constellation Software,CA,Technology,AI,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
TRI.TO,Thomson Reuters,Thomson Reuters,CA,Technology,AI,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
OTEX.TO,Open Text,Open Text,CA,Technology,AI,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
ENB.TO,Enbridge,Enbridge,CA,Energy,Energy,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
TRP.TO,TC Energy,TC Energy,CA,Energy,Energy,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
CNQ.TO,Canadian Natural Resources,Canadian Natural Resources,CA,Energy,Energy,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
SU.TO,Suncor Energy,Suncor Energy,CA,Energy,Energy,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
CVE.TO,Cenovus Energy,Cenovus Energy,CA,Energy,Energy,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
CCO.TO,Cameco,Cameco,CA,Resources,Resources,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
NTR.TO,Nutrien,Nutrien,CA,Resources,Resources,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
TECK.B.TO,Teck Resources,Teck Resources,CA,Metals & Mining,Copper,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
FM.TO,First Quantum Minerals,First Quantum Minerals,CA,Metals & Mining,Copper,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
WPM.TO,Wheaton Precious Metals,Wheaton Precious Metals,CA,Resources,Resources,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
AEM.TO,Agnico Eagle Mines,Agnico Eagle Mines,CA,Resources,Resources,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
ABX.TO,Barrick Gold,Barrick Gold,CA,Resources,Resources,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
CP.TO,Canadian Pacific Kansas City,Canadian Pacific Kansas City,CA,Transportation,Logistics,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
CNR.TO,Canadian National Railway,Canadian National Railway,CA,Transportation,Logistics,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
WSP.TO,WSP Global,WSP Global,CA,Construction,Construction,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
ATRL.TO,AtkinsRealis Group,AtkinsRealis Group,CA,Construction,Construction,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
MFC.TO,Manulife Financial,Manulife Financial,CA,Insurance,Insurance,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
SLF.TO,Sun Life Financial,Sun Life Financial,CA,Insurance,Insurance,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
BCE.TO,BCE,BCE,CA,Telecommunication,Telecom,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
T.TO,TELUS,TELUS,CA,Telecommunication,Telecom,False,False,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live
NPN.JO,Naspers,Naspers,ZA,Technology,AI,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
MTN.JO,MTN Group,MTN Group,ZA,Telecommunication,Telecom,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
VOD.JO,Vodacom Group,Vodacom Group,ZA,Telecommunication,Telecom,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
SOL.JO,Sasol,Sasol,ZA,Energy,Energy,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
FSR.JO,FirstRand,FirstRand,ZA,Financial,Bank,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
SBK.JO,Standard Bank Group,Standard Bank Group,ZA,Financial,Bank,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
NED.JO,Nedbank Group,Nedbank Group,ZA,Financial,Bank,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
ABG.JO,Absa Group,Absa Group,ZA,Financial,Bank,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
CPI.JO,Capitec Bank Holdings,Capitec Bank Holdings,ZA,Financial,Bank,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
ANG.JO,AngloGold Ashanti,AngloGold Ashanti,ZA,Resources,Resources,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
GFI.JO,Gold Fields,Gold Fields,ZA,Resources,Resources,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
HAR.JO,Harmony Gold Mining,Harmony Gold Mining,ZA,Resources,Resources,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
AMS.JO,Anglo American Platinum,Anglo American Platinum,ZA,Resources,Resources,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
IMP.JO,Impala Platinum Holdings,Impala Platinum Holdings,ZA,Resources,Resources,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
SSW.JO,Sibanye Stillwater,Sibanye Stillwater,ZA,Resources,Resources,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
KIO.JO,Kumba Iron Ore,Kumba Iron Ore,ZA,Resources,Resources,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
AGL.JO,Anglo American,Anglo American,ZA,Metals & Mining,Copper,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
BHP.JO,BHP Group,BHP Group,ZA,Resources,Resources,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
APN.JO,Aspen Pharmacare Holdings,Aspen Pharmacare Holdings,ZA,Healthcare,Healthcare,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
CLS.JO,Clicks Group,Clicks Group,ZA,Healthcare,Healthcare,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
SHP.JO,Shoprite Holdings,Shoprite Holdings,ZA,Consumer,Consumer,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
WHL.JO,Woolworths Holdings,Woolworths Holdings,ZA,Consumer,Consumer,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
MRP.JO,Mr Price Group,Mr Price Group,ZA,Consumer,Consumer,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
BID.JO,Bid Corporation,Bid Corporation,ZA,Consumer,Consumer,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
BVT.JO,The Bidvest Group,The Bidvest Group,ZA,Industrial,Industrial,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
PPC.JO,PPC,PPC,ZA,Construction,Construction,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
MUR.JO,Murray & Roberts Holdings,Murray & Roberts Holdings,ZA,Construction,Construction,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
REM.JO,Remgro,Remgro,ZA,Financial,Bank,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
BTI.JO,British American Tobacco,British American Tobacco,ZA,Consumer,Consumer,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
CFR.JO,Compagnie Financiere Richemont,Compagnie Financiere Richemont,ZA,Consumer,Consumer,False,False,seed_candidate;country=South Africa;verify_with_toss_stock_info_before_live
DANGCEM,Dangote Cement,Dangote Cement,NG,Construction,Construction,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
BUACEMENT,BUA Cement,BUA Cement,NG,Construction,Construction,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
WAPCO,Lafarge Africa,Lafarge Africa,NG,Construction,Construction,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
JBERGER,Julius Berger Nigeria,Julius Berger Nigeria,NG,Construction,Construction,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
MTNN,MTN Nigeria Communications,MTN Nigeria Communications,NG,Telecommunication,Telecom,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
AIRTELAFRI,Airtel Africa,Airtel Africa,NG,Telecommunication,Telecom,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
SEPLAT,Seplat Energy,Seplat Energy,NG,Energy,Energy,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
GEREGU,Geregu Power,Geregu Power,NG,Energy,Energy,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
TRANSPOWER,Transcorp Power,Transcorp Power,NG,Energy,Energy,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
OANDO,Oando,Oando,NG,Energy,Energy,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
TOTAL,TotalEnergies Marketing Nigeria,TotalEnergies Marketing Nigeria,NG,Energy,Energy,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
CONOIL,Conoil,Conoil,NG,Energy,Energy,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
ARADEL,Aradel Holdings,Aradel Holdings,NG,Energy,Energy,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
ACCESSCORP,Access Holdings,Access Holdings,NG,Financial,Bank,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
ZENITHBANK,Zenith Bank,Zenith Bank,NG,Financial,Bank,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
GTCO,Guaranty Trust Holding Company,Guaranty Trust Holding Company,NG,Financial,Bank,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
UBA,United Bank for Africa,United Bank for Africa,NG,Financial,Bank,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
FIRSTHOLDCO,First HoldCo,First HoldCo,NG,Financial,Bank,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
STANBIC,Stanbic IBTC Holdings,Stanbic IBTC Holdings,NG,Financial,Bank,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
FIDELITYBK,Fidelity Bank Nigeria,Fidelity Bank Nigeria,NG,Financial,Bank,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
FCMB,FCMB Group,FCMB Group,NG,Financial,Bank,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
WEMABANK,Wema Bank,Wema Bank,NG,Financial,Bank,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
NESTLE,Nestle Nigeria,Nestle Nigeria,NG,Consumer,Consumer,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
NB,Nigerian Breweries,Nigerian Breweries,NG,Consumer,Consumer,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
BUAFOODS,BUA Foods,BUA Foods,NG,Consumer,Consumer,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
FLOURMILL,Flour Mills of Nigeria,Flour Mills of Nigeria,NG,Consumer,Consumer,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
PRESCO,Presco,Presco,NG,Resources,Resources,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
OKOMUOIL,Okomu Oil Palm Company,Okomu Oil Palm Company,NG,Resources,Resources,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
VITAFOAM,Vitafoam Nigeria,Vitafoam Nigeria,NG,Consumer,Consumer,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
MAYBAKER,May & Baker Nigeria,May & Baker Nigeria,NG,Healthcare,Healthcare,False,False,seed_candidate;country=Nigeria;verify_with_toss_stock_info_before_live
QNBK.QA,Qatar National Bank,Qatar National Bank,QA,Financial,Bank,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QIBK.QA,Qatar Islamic Bank,Qatar Islamic Bank,QA,Financial,Bank,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
MARK.QA,Masraf Al Rayan,Masraf Al Rayan,QA,Financial,Bank,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
CBQK.QA,Commercial Bank of Qatar,Commercial Bank of Qatar,QA,Financial,Bank,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
DHBK.QA,Doha Bank,Doha Bank,QA,Financial,Bank,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
ABQK.QA,Ahli Bank,Ahli Bank,QA,Financial,Bank,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QIIK.QA,Qatar International Islamic Bank,Qatar International Islamic Bank,QA,Financial,Bank,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
DUBK.QA,Dukhan Bank,Dukhan Bank,QA,Financial,Bank,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
IQCD.QA,Industries Qatar,Industries Qatar,QA,Resources,Resources,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QGTS.QA,Qatar Gas Transport Company,Qatar Gas Transport Company,QA,Energy,Energy,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QFLS.QA,Qatar Fuel,Qatar Fuel,QA,Energy,Energy,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QEWS.QA,Qatar Electricity and Water Company,Qatar Electricity and Water Company,QA,Energy,Energy,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
MPHC.QA,Mesaieed Petrochemical Holding,Mesaieed Petrochemical Holding,QA,Resources,Resources,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
GISS.QA,Gulf International Services,Gulf International Services,QA,Energy,Energy,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QNNS.QA,Qatar Navigation,Qatar Navigation,QA,Transportation,Logistics,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
ORDS.QA,Ooredoo,Ooredoo,QA,Telecommunication,Telecom,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
VFQS.QA,Vodafone Qatar,Vodafone Qatar,QA,Telecommunication,Telecom,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QATI.QA,Qatar Insurance Company,Qatar Insurance Company,QA,Insurance,Insurance,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
DOHI.QA,Doha Insurance Group,Doha Insurance Group,QA,Insurance,Insurance,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QLMI.QA,QLM Life and Medical Insurance,QLM Life and Medical Insurance,QA,Insurance,Insurance,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
BRES.QA,Barwa Real Estate,Barwa Real Estate,QA,Construction,Construction,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
UDCD.QA,United Development Company,United Development Company,QA,Construction,Construction,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
ERES.QA,Ezdan Holding Group,Ezdan Holding Group,QA,Real Estate,Real Estate,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
MRDS.QA,Mazaya Real Estate Development,Mazaya Real Estate Development,QA,Construction,Construction,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QGMD.QA,Qatar German Medical Devices,Qatar German Medical Devices,QA,Healthcare,Healthcare,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
MCGS.QA,Medicare Group,Medicare Group,QA,Healthcare,Healthcare,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
BLDN.QA,Baladna,Baladna,QA,Consumer,Consumer,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
WDAM.QA,Widam Food,Widam Food,QA,Consumer,Consumer,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
QAMC.QA,Qatar Aluminium Manufacturing,Qatar Aluminium Manufacturing,QA,Resources,Resources,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
IGRD.QA,Estithmar Holding,Estithmar Holding,QA,Construction,Construction,False,False,seed_candidate;country=Qatar;verify_with_toss_stock_info_before_live
