symbol,name,raw_name,market,sector,theme,enabled,resolved,note
BHP.AX,BHP Group,BHP Group,AU,Resources,Resources,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
RIO.AX,Rio Tinto,Rio Tinto,AU,Resources,Resources,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
FMG.AX,Fortescue,Fortescue,AU,Resources,Resources,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
SFR.AX,Sandfire Resources,Sandfire Resources,AU,Metals & Mining,Copper,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
MIN.AX,Mineral Resources,Mineral Resources,AU,Battery Materials,Secondary Battery,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
PLS.AX,Pilbara Minerals,Pilbara Minerals,AU,Battery Materials,Secondary Battery,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
LTR.AX,Liontown Resources,Liontown Resources,AU,Battery Materials,Secondary Battery,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
IGO.AX,IGO,IGO,AU,Battery Materials,Secondary Battery,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
LYC.AX,Lynas Rare Earths,Lynas Rare Earths,AU,Resources,Resources,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
WDS.AX,Woodside Energy Group,Woodside Energy Group,AU,Energy,Energy,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
STO.AX,Santos,Santos,AU,Energy,Energy,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
ORG.AX,Origin Energy,Origin Energy,AU,Energy,Energy,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
AGL.AX,AGL Energy,AGL Energy,AU,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
CBA.AX,Commonwealth Bank of Australia,Commonwealth Bank of Australia,AU,Financial,Bank,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
WBC.AX,Westpac Banking Corporation,Westpac Banking Corporation,AU,Financial,Bank,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
NAB.AX,National Australia Bank,National Australia Bank,AU,Financial,Bank,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
ANZ.AX,ANZ Group Holdings,ANZ Group Holdings,AU,Financial,Bank,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
MQG.AX,Macquarie Group,Macquarie Group,AU,Financial,Bank,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
CSL.AX,CSL,CSL,AU,Healthcare,Biotech,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
COH.AX,Cochlear,Cochlear,AU,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
RMD.AX,ResMed,ResMed,AU,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
XRO.AX,Xero,Xero,AU,Technology,AI,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
WTC.AX,WiseTech Global,WiseTech Global,AU,Technology,AI,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
ALU.AX,Altium,Altium,AU,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
NXT.AX,NEXTDC,NEXTDC,AU,Technology,AI,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
REA.AX,REA Group,REA Group,AU,Technology,AI,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
TCL.AX,Transurban Group,Transurban Group,AU,Construction,Construction,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
QAN.AX,Qantas Airways,Qantas Airways,AU,Aerospace,Aerospace,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
WES.AX,Wesfarmers,Wesfarmers,AU,Resources,Resources,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
WOW.AX,Woolworths Group,Woolworths Group,AU,Consumer,Consumer,false,unresolved,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live;country_market=AU;research_only;current_toss_live_support=KR_US_only
PETR4.SA,Petroleo Brasileiro,Petroleo Brasileiro,BR,Energy,Energy,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
PRIO3.SA,PRIO,PRIO,BR,Energy,Energy,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
CSAN3.SA,Cosan,Cosan,BR,Energy,Energy,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
ELET3.SA,Eletrobras,Eletrobras,BR,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
ENEV3.SA,Eneva,Eneva,BR,Energy,Energy,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
EQTL3.SA,Equatorial Energia,Equatorial Energia,BR,Energy,Energy,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
CPFE3.SA,CPFL Energia,CPFL Energia,BR,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
EGIE3.SA,ENGIE Brasil Energia,ENGIE Brasil Energia,BR,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
VALE3.SA,Vale,Vale,BR,Resources,Resources,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
GGBR4.SA,Gerdau,Gerdau,BR,Resources,Resources,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
CSNA3.SA,Companhia Siderurgica Nacional,Companhia Siderurgica Nacional,BR,Resources,Resources,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
USIM5.SA,Usinas Siderurgicas de Minas Gerais,Usinas Siderurgicas de Minas Gerais,BR,Resources,Resources,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
SUZB3.SA,Suzano,Suzano,BR,Resources,Resources,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
KLBN11.SA,Klabin,Klabin,BR,Resources,Resources,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
ITUB4.SA,Itau Unibanco Holding,Itau Unibanco Holding,BR,Financial,Bank,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
BBDC4.SA,Banco Bradesco,Banco Bradesco,BR,Financial,Bank,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
BBAS3.SA,Banco do Brasil,Banco do Brasil,BR,Financial,Bank,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
SANB11.SA,Banco Santander Brasil,Banco Santander Brasil,BR,Financial,Bank,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
B3SA3.SA,B3,B3,BR,Financial,Bank,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
WEGE3.SA,WEG,WEG,BR,Industrial Automation,Robotics,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
EMBR3.SA,Embraer,Embraer,BR,Aerospace,Aerospace,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
TOTS3.SA,TOTVS,TOTVS,BR,Technology,AI,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
RADL3.SA,Raia Drogasil,Raia Drogasil,BR,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
HAPV3.SA,Hapvida Participacoes,Hapvida Participacoes,BR,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
RDOR3.SA,Rede D'Or Sao Luiz,Rede D'Or Sao Luiz,BR,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
CYRE3.SA,Cyrela Brazil Realty,Cyrela Brazil Realty,BR,Construction,Construction,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
MRVE3.SA,MRV Engenharia e Participacoes,MRV Engenharia e Participacoes,BR,Construction,Construction,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
JBSS3.SA,JBS,JBS,BR,Consumer,Consumer,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
BRFS3.SA,BRF,BRF,BR,Consumer,Consumer,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
LREN3.SA,Lojas Renner,Lojas Renner,BR,Consumer,Consumer,false,unresolved,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live;country_market=BR;research_only;current_toss_live_support=KR_US_only
2222.SR,Saudi Arabian Oil Company,Saudi Arabian Oil Company,SA,Energy,Energy,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
2010.SR,Saudi Basic Industries Corporation,Saudi Basic Industries Corporation,SA,Resources,Resources,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1211.SR,Saudi Arabian Mining Company,Saudi Arabian Mining Company,SA,Resources,Resources,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
2082.SR,ACWA Power,ACWA Power,SA,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
5110.SR,Saudi Electricity Company,Saudi Electricity Company,SA,Energy,Energy,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
7010.SR,Saudi Telecom Company,Saudi Telecom Company,SA,Telecommunication,Telecom,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
7203.SR,Elm Company,Elm Company,SA,Technology,AI,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1120.SR,Al Rajhi Bank,Al Rajhi Bank,SA,Financial,Bank,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1180.SR,Saudi National Bank,Saudi National Bank,SA,Financial,Bank,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1150.SR,Alinma Bank,Alinma Bank,SA,Financial,Bank,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1010.SR,Riyad Bank,Riyad Bank,SA,Financial,Bank,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1020.SR,Bank AlJazira,Bank AlJazira,SA,Financial,Bank,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1050.SR,Banque Saudi Fransi,Banque Saudi Fransi,SA,Financial,Bank,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1060.SR,Saudi Awwal Bank,Saudi Awwal Bank,SA,Financial,Bank,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1140.SR,Bank Albilad,Bank Albilad,SA,Financial,Bank,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
2330.SR,Advanced Petrochemical Company,Advanced Petrochemical Company,SA,Resources,Resources,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
2350.SR,Saudi Kayan Petrochemical,Saudi Kayan Petrochemical,SA,Resources,Resources,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
2290.SR,Yanbu National Petrochemical,Yanbu National Petrochemical,SA,Resources,Resources,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
2310.SR,Sahara International Petrochemical,Sahara International Petrochemical,SA,Resources,Resources,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
2060.SR,National Industrialization Company,National Industrialization Company,SA,Resources,Resources,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
4030.SR,National Shipping Company of Saudi Arabia,National Shipping Company of Saudi Arabia,SA,Transportation,Logistics,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
4013.SR,Dr. Sulaiman Al Habib Medical Services,Dr. Sulaiman Al Habib Medical Services,SA,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
4002.SR,Mouwasat Medical Services,Mouwasat Medical Services,SA,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
4004.SR,Dallah Healthcare,Dallah Healthcare,SA,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
4009.SR,Middle East Healthcare Company,Middle East Healthcare Company,SA,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
3030.SR,Saudi Cement Company,Saudi Cement Company,SA,Construction,Construction,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
3020.SR,Yamama Cement Company,Yamama Cement Company,SA,Construction,Construction,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
3050.SR,Southern Province Cement Company,Southern Province Cement Company,SA,Construction,Construction,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
1304.SR,Al Yamamah Steel Industries,Al Yamamah Steel Industries,SA,Construction,Construction,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
2240.SR,Zamil Industrial Investment,Zamil Industrial Investment,SA,Construction,Construction,false,unresolved,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live;country_market=SA;research_only;current_toss_live_support=KR_US_only
BBCA.JK,Bank Central Asia,Bank Central Asia,ID,Financial,Bank,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
BBRI.JK,Bank Rakyat Indonesia,Bank Rakyat Indonesia,ID,Financial,Bank,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
BMRI.JK,Bank Mandiri,Bank Mandiri,ID,Financial,Bank,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
BBNI.JK,Bank Negara Indonesia,Bank Negara Indonesia,ID,Financial,Bank,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
TLKM.JK,Telkom Indonesia,Telkom Indonesia,ID,Telecommunication,Telecom,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
GOTO.JK,GoTo Gojek Tokopedia,GoTo Gojek Tokopedia,ID,Technology,AI,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
BUKA.JK,Bukalapak.com,Bukalapak.com,ID,Technology,AI,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
ASII.JK,Astra International,Astra International,ID,Automotive,Autonomous Driving,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
ANTM.JK,Aneka Tambang,Aneka Tambang,ID,Battery Materials,Secondary Battery,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
INCO.JK,Vale Indonesia,Vale Indonesia,ID,Battery Materials,Secondary Battery,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
MDKA.JK,Merdeka Copper Gold,Merdeka Copper Gold,ID,Metals & Mining,Copper,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
TINS.JK,Timah,Timah,ID,Resources,Resources,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
PTBA.JK,Bukit Asam,Bukit Asam,ID,Resources,Resources,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
ADRO.JK,Alamtri Resources Indonesia,Alamtri Resources Indonesia,ID,Resources,Resources,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
ITMG.JK,Indo Tambangraya Megah,Indo Tambangraya Megah,ID,Resources,Resources,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
PGAS.JK,Perusahaan Gas Negara,Perusahaan Gas Negara,ID,Energy,Energy,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
MEDC.JK,Medco Energi Internasional,Medco Energi Internasional,ID,Energy,Energy,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
AKRA.JK,AKR Corporindo,AKR Corporindo,ID,Energy,Energy,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
KLBF.JK,Kalbe Farma,Kalbe Farma,ID,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
MIKA.JK,Mitra Keluarga Karyasehat,Mitra Keluarga Karyasehat,ID,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
HEAL.JK,Medikaloka Hermina,Medikaloka Hermina,ID,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
SIDO.JK,Industri Jamu dan Farmasi Sido Muncul,Industri Jamu dan Farmasi Sido Muncul,ID,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
SMGR.JK,Semen Indonesia,Semen Indonesia,ID,Construction,Construction,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
INTP.JK,Indocement Tunggal Prakarsa,Indocement Tunggal Prakarsa,ID,Construction,Construction,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
WIKA.JK,Wijaya Karya,Wijaya Karya,ID,Construction,Construction,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
PTPP.JK,PP Persero,PP Persero,ID,Construction,Construction,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
ADHI.JK,Adhi Karya,Adhi Karya,ID,Construction,Construction,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
JSMR.JK,Jasa Marga,Jasa Marga,ID,Construction,Construction,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
INDF.JK,Indofood Sukses Makmur,Indofood Sukses Makmur,ID,Consumer,Consumer,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
ICBP.JK,Indofood CBP Sukses Makmur,Indofood CBP Sukses Makmur,ID,Consumer,Consumer,false,unresolved,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live;country_market=ID;research_only;current_toss_live_support=KR_US_only
ENI.MI,Eni,Eni,IT,Energy,Energy,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
ENEL.MI,Enel,Enel,IT,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
TRN.MI,Terna,Terna,IT,Energy,Energy,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
SRG.MI,Snam,Snam,IT,Energy,Energy,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
A2A.MI,A2A,A2A,IT,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
ERG.MI,ERG,ERG,IT,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
IG.MI,Italgas,Italgas,IT,Energy,Energy,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
ISP.MI,Intesa Sanpaolo,Intesa Sanpaolo,IT,Financial,Bank,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
UCG.MI,UniCredit,UniCredit,IT,Financial,Bank,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
BMED.MI,Banca Mediolanum,Banca Mediolanum,IT,Financial,Bank,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
BPE.MI,BPER Banca,BPER Banca,IT,Financial,Bank,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
MB.MI,Mediobanca,Mediobanca,IT,Financial,Bank,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
G.MI,Assicurazioni Generali,Assicurazioni Generali,IT,Insurance,Insurance,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
